5.358464211856617965e+01,8.084794203814338687e+01,9.072924230238970722e+01,5.195205780776561699e-01,8.361902485184044553e-02
4.982951516544117965e+01,7.314456140854778710e+01,8.481750057444853041e+01,5.337558133331525845e-01,7.604378120049011536e-02
5.886811523437499716e+01,8.284905215992647243e+01,9.455689051011029278e+01,5.066498455509563792e-01,8.003763713198283614e-02
6.709238999310662166e+01,9.010601160386029562e+01,1.016063462201286711e+02,4.997084583490667975e-01,8.543105367538697537e-02
8.248434771369485929e+01,1.087874396829044059e+02,1.210471449908088175e+02,4.630964329571088389e-01,8.666073934460637174e-02
5.204952033547794343e+01,8.075939366957720722e+01,9.708086081112132604e+01,5.565014699740493676e-01,7.267408309895688479e-02
4.427291618795955941e+01,7.337921501608455799e+01,9.023730181525735361e+01,5.816733656719387247e-01,7.146400312937035981e-02
4.890059886259191302e+01,8.122350499770220722e+01,9.882374770220587834e+01,5.870158575811350588e-01,6.762263957628375510e-02
5.952427045036764497e+01,9.406393468520221290e+01,1.114375703699448508e+02,5.423603129045114768e-01,7.176763438558740604e-02
7.134116498161765207e+01,1.054788344439338204e+02,1.214516041475183812e+02,4.688782439933257273e-01,7.124216259545967933e-02
8.267985121783088687e+01,1.126667810776654477e+02,1.247731876148897072e+02,3.807404165744956992e-01,6.281731950004861009e-02
8.253967141544117680e+01,1.109292595358455884e+02,1.219571863511029477e+02,3.687552287512527727e-01,5.798073620010960050e-02
6.596324103860294485e+01,1.034847426470588232e+02,1.211060834099264696e+02,5.278849085465837643e-01,3.929157953128981778e-02
5.940359461167279420e+01,9.786506922104778994e+01,1.154809943704044173e+02,5.620324987151289475e-01,3.920796808940846256e-02
4.929156422334558840e+01,8.687298799402573479e+01,1.058068732766544144e+02,5.948981098695883540e-01,3.358521513240688566e-02
4.723608972886029278e+01,8.449004193474264923e+01,1.038151438993566131e+02,6.070776287666246329e-01,3.596734661776652964e-02
4.864810001148897101e+01,8.529779842601102757e+01,1.051827995749080884e+02,6.100989914320638086e-01,4.384560029041172091e-02
5.411562787224264781e+01,9.217201573988970154e+01,1.110508717256433755e+02,5.915454739030679976e-01,4.725099295510597208e-02
8.716121036305146674e+01,1.180905934053308783e+02,1.328794964958639753e+02,4.246320507630519381e-01,6.832597657554262405e-02
8.188561868106617680e+01,1.102497802734374943e+02,1.244092773437500057e+02,4.474120221150871823e-01,8.404392456601382511e-02
8.686497156479779846e+01,1.120409380744485333e+02,1.263483269186580884e+02,4.105986516907796924e-01,8.433420231615988694e-02
8.519127412683823763e+01,1.107446849149816188e+02,1.226599781709558812e+02,3.844227536627360386e-01,7.319156226031821311e-02
7.141840533088235077e+01,9.787367733226102473e+01,1.105500344669117680e+02,4.143148725226419860e-01,5.833233784463062038e-02
7.106320082720587550e+01,9.778535874310661313e+01,1.105804946001838260e+02,4.404094591514037260e-01,7.244542497901050593e-02
7.635329733455881751e+01,1.010400792738970637e+02,1.106850858800551407e+02,4.071608015006075720e-01,7.884764924614043324e-02
4.651714298023897243e+01,7.996437701056984793e+01,9.685672535615809409e+01,5.899444578770397518e-01,4.772845595551232500e-02
4.646578440946691302e+01,8.099614114200367965e+01,9.938852826286765207e+01,6.068067278904931694e-01,4.698397364900244039e-02
